qtr,down,yrdline100,ydstogo,ScoreDiff,pass_proportion,prev_pass_yards,prev_run_yards,consecutive_count,defense_team_id,play_type_numeric
1,2,80,10,0,1,0,0,1,24,1
1,3,73,3,0,1,3.5,0,2,24,1
1,1,68,10,0,1,4,0,3,24,1
1,1,54,10,6,0.8,6.5,0,0,24,0
1,1,98,10,7,0.666666667,6.5,54,1,24,0
1,2,98,10,7,0.714285714,8.666666667,27.5,0,24,1
1,3,91,3,7,0.75,7,27.5,1,24,1
1,1,85,10,4,0.666666667,5.333333333,27.5,0,24,0
1,2,88,13,4,0.7,1,17.33333333,0,24,1
1,3,79,4,4,0.636363636,3.666666667,-1,0,24,0
1,1,66,10,4,0.666666667,3.666666667,5,0,24,1
1,2,66,10,4,0.692307692,3,5,1,24,1
1,1,6,6,10,0.642857143,23,5,0,24,0
2,1,80,10,8,0.6,23,9.5,1,24,0
2,2,80,10,8,0.625,30,6.333333333,0,24,1
2,1,69,10,8,0.588235294,23.66666667,3,0,24,0
2,2,66,7,8,0.611111111,35.5,3,0,24,1
2,1,80,10,1,0.631578947,5.5,3,1,24,1
2,2,78,8,1,0.6,4.333333333,1.5,0,24,0
2,3,78,8,1,0.619047619,4.333333333,1.5,0,24,1
2,1,53,10,1,0.590909091,9,1.5,0,24,0
2,2,48,5,1,0.608695652,9,2.5,0,24,1
2,3,45,2,1,0.625,10,2.5,1,24,1
2,1,42,10,1,0.64,10.33333333,2.5,2,24,1
2,2,41,9,1,0.653846154,8,5,3,24,1
2,3,37,5,1,0.62962963,2.75,5,0,24,0
2,1,32,10,1,0.642857143,2.75,5,0,24,1
2,2,32,10,1,0.655172414,2,5,1,24,1
2,3,32,10,1,0.666666667,1.25,5,2,24,1
2,1,21,10,1,0.64516129,3.75,5,0,24,0
2,2,22,11,1,0.65625,3.666666667,2,0,24,1
2,1,3,3,1,0.636363636,7.5,-1,0,24,0
2,2,4,4,7,0.647058824,10,-1,0,24,1
3,1,97,10,1,0.628571429,11.33333333,-1,0,24,0
3,2,90,3,1,0.638888889,11.5,1.666666667,0,24,1
3,2,74,15,1,0.648648649,14.66666667,3,1,24,1
3,3,60,1,1,0.631578947,13,3,0,24,0
3,1,56,10,1,0.615384615,13,5.5,1,24,0
3,1,80,10,-6,0.6,17.5,5,2,24,0
3,2,80,10,-6,0.609756098,17.5,2.666666667,0,24,1
3,3,77,7,-6,0.619047619,8.5,2.666666667,1,24,1
3,1,91,10,0,0.604651163,1.5,2.666666667,0,24,0
4,2,89,8,0,0.613636364,1.5,2,0,24,1
4,1,77,10,0,0.6,5,1,0,24,0
4,2,70,3,0,0.608695652,5,4.5,0,24,1
4,3,68,1,0,0.617021277,4.666666667,4.5,1,24,1
4,1,61,10,0,0.604166667,7,4.5,0,24,0
4,2,57,6,0,0.591836735,7,5.5,1,24,0
4,3,56,5,0,0.6,4.5,4,0,24,1
4,1,32,10,0,0.607843137,11,2.5,1,24,1
4,2,27,5,0,0.615384615,12,2.5,2,24,1
4,3,23,1,0,0.603773585,11,2.5,0,24,0
4,1,19,10,0,0.611111111,11,2.5,0,24,1
4,1,3,3,6,0.618181818,12.25,4,1,24,1
4,1,80,10,4,0.625,7,4,2,24,1
4,2,71,1,4,0.614035088,8,4,0,24,0
4,1,65,10,4,0.620689655,9.333333333,5,0,24,1
4,2,59,4,4,0.627118644,8.5,6,1,24,1
4,1,45,10,4,0.616666667,8,6,0,24,0
4,2,41,6,4,0.606557377,9.666666667,5,1,24,0
4,3,43,8,4,0.612903226,10,2.666666667,0,24,1
