game_id,down,distance_to_first,field_position_numeric,play_type,quarter,total_seconds_remaining,score_differential,offense_team_id,defense_team_id,day_of_year,day_of_week_sin,day_of_week_cos,play_result_yards,is_interception,is_fumble
20240104_CIN@PIT,1,10,73,0,1,3595,0,7,27,4,-0.974927912,-0.222520934,0,0,0
20240104_CIN@PIT,2,10,73,1,1,3555,0,7,27,4,-0.974927912,-0.222520934,12,0,0
20240104_CIN@PIT,1,10,61,1,1,3514,0,7,27,4,-0.974927912,-0.222520934,9,0,0
20240104_CIN@PIT,2,1,52,1,1,3472,0,7,27,4,-0.974927912,-0.222520934,16,0,0
20240104_CIN@PIT,1,10,36,0,1,3435,0,7,27,4,-0.974927912,-0.222520934,5,0,0
20240104_CIN@PIT,2,5,31,0,1,3404,0,7,27,4,-0.974927912,-0.222520934,4,0,0
20240104_CIN@PIT,3,1,27,1,1,3365,0,7,27,4,-0.974927912,-0.222520934,8,0,0
20240104_CIN@PIT,1,10,19,1,1,3325,0,7,27,4,-0.974927912,-0.222520934,7,0,0
20240104_CIN@PIT,2,3,12,1,1,3293,0,7,27,4,-0.974927912,-0.222520934,0,0,0
20240104_CIN@PIT,1,10,60,0,1,3289,0,27,7,4,-0.974927912,-0.222520934,3,0,0
20240104_CIN@PIT,2,7,57,1,1,3256,0,27,7,4,-0.974927912,-0.222520934,0,0,0
20240104_CIN@PIT,3,7,57,1,1,3210,0,27,7,4,-0.974927912,-0.222520934,-9,0,0
20240104_CIN@PIT,1,10,67,1,1,3167,0,7,27,4,-0.974927912,-0.222520934,9,0,0
20240104_CIN@PIT,2,1,58,0,1,3134,0,7,27,4,-0.974927912,-0.222520934,-1,0,0
20240104_CIN@PIT,3,2,59,1,1,3091,0,7,27,4,-0.974927912,-0.222520934,5,0,0
20240104_CIN@PIT,1,10,54,1,1,3051,0,7,27,4,-0.974927912,-0.222520934,11,0,0
20240104_CIN@PIT,1,10,43,0,1,3013,0,7,27,4,-0.974927912,-0.222520934,8,0,0
20240104_CIN@PIT,2,2,35,1,1,2974,0,7,27,4,-0.974927912,-0.222520934,1,0,0
20240104_CIN@PIT,3,1,34,0,1,2931,0,7,27,4,-0.974927912,-0.222520934,4,0,0
20240104_CIN@PIT,1,10,30,1,1,2893,0,7,27,4,-0.974927912,-0.222520934,4,0,0
20240104_CIN@PIT,2,6,26,1,1,2852,0,7,27,4,-0.974927912,-0.222520934,0,0,0
20240104_CIN@PIT,3,6,26,1,1,2836,0,7,27,4,-0.974927912,-0.222520934,-4,0,0
20240104_CIN@PIT,1,10,39,0,2,2700,-4,27,7,4,-0.974927912,-0.222520934,4,0,0
20240104_CIN@PIT,2,6,35,0,2,2663,-4,27,7,4,-0.974927912,-0.222520934,1,0,0
20240104_CIN@PIT,1,10,29,0,2,2619,-4,27,7,4,-0.974927912,-0.222520934,11,0,0
20240104_CIN@PIT,1,10,18,0,2,2585,-4,27,7,4,-0.974927912,-0.222520934,3,0,0
20240104_CIN@PIT,2,7,15,0,2,2546,-4,27,7,4,-0.974927912,-0.222520934,6,0,0
20240104_CIN@PIT,3,1,9,0,2,2516,-4,27,7,4,-0.974927912,-0.222520934,1,0,0
20240104_CIN@PIT,1,8,8,0,2,2467,-4,27,7,4,-0.974927912,-0.222520934,0,0,0
20240104_CIN@PIT,2,8,8,0,2,2443,-4,27,7,4,-0.974927912,-0.222520934,2,0,0
20240104_CIN@PIT,1,1,1,0,2,2397,-4,27,7,4,-0.974927912,-0.222520934,0,0,0
20240104_CIN@PIT,1,5,51,1,2,2361,4,7,27,4,-0.974927912,-0.222520934,0,0,0
20240104_CIN@PIT,2,5,51,1,2,2355,4,7,27,4,-0.974927912,-0.222520934,5,0,0
20240104_CIN@PIT,1,10,46,0,2,2318,4,7,27,4,-0.974927912,-0.222520934,2,0,0
20240104_CIN@PIT,2,8,44,0,2,2279,4,7,27,4,-0.974927912,-0.222520934,2,0,0
20240104_CIN@PIT,3,6,42,1,2,2240,4,7,27,4,-0.974927912,-0.222520934,5,0,0
20240104_CIN@PIT,4,1,37,1,2,2197,4,7,27,4,-0.974927912,-0.222520934,0,0,0
20240104_CIN@PIT,1,10,62,0,2,2193,-4,27,7,4,-0.974927912,-0.222520934,4,0,0
20240104_CIN@PIT,2,6,58,0,2,2169,-4,27,7,4,-0.974927912,-0.222520934,3,0,0
20240104_CIN@PIT,3,3,55,1,2,2143,-4,27,7,4,-0.974927912,-0.222520934,0,0,0
20240104_CIN@PIT,1,15,89,1,2,2103,4,7,27,4,-0.974927912,-0.222520934,4,0,0
20240104_CIN@PIT,2,11,85,1,2,2062,4,7,27,4,-0.974927912,-0.222520934,8,0,0
20240104_CIN@PIT,3,3,77,1,2,2016,4,7,27,4,-0.974927912,-0.222520934,-4,0,0
20240104_CIN@PIT,1,15,38,1,2,1966,4,7,27,4,-0.974927912,-0.222520934,9,0,0
20240104_CIN@PIT,2,6,29,1,2,1920,4,7,27,4,-0.974927912,-0.222520934,0,0,0
20240104_CIN@PIT,1,10,24,0,2,1913,4,7,27,4,-0.974927912,-0.222520934,3,0,0
20240104_CIN@PIT,1,10,73,0,2,1875,-4,27,7,4,-0.974927912,-0.222520934,10,0,0
20240104_CIN@PIT,2,12,26,1,2,1873,4,7,27,4,-0.974927912,-0.222520934,0,1,0
20240104_CIN@PIT,1,10,83,1,2,1870,-4,27,7,4,-0.974927912,-0.222520934,0,0,0
20240104_CIN@PIT,2,10,83,1,2,1866,-4,27,7,4,-0.974927912,-0.222520934,11,0,0
20240104_CIN@PIT,1,10,72,1,2,1861,-4,27,7,4,-0.974927912,-0.222520934,0,0,0
20240104_CIN@PIT,1,10,70,0,3,1800,-6,27,7,4,-0.974927912,-0.222520934,-4,0,0
20240104_CIN@PIT,2,14,74,1,3,1761,-6,27,7,4,-0.974927912,-0.222520934,6,0,0
20240104_CIN@PIT,3,8,68,1,3,1721,-6,27,7,4,-0.974927912,-0.222520934,0,0,0
20240104_CIN@PIT,1,10,64,1,3,1704,6,7,27,4,-0.974927912,-0.222520934,15,0,0
20240104_CIN@PIT,1,10,49,0,3,1674,6,7,27,4,-0.974927912,-0.222520934,3,0,0
20240104_CIN@PIT,2,7,46,1,3,1633,6,7,27,4,-0.974927912,-0.222520934,8,0,0
20240104_CIN@PIT,1,10,38,1,3,1594,6,7,27,4,-0.974927912,-0.222520934,7,0,0
20240104_CIN@PIT,2,3,31,0,3,1553,6,7,27,4,-0.974927912,-0.222520934,3,0,0
20240104_CIN@PIT,1,10,28,1,3,1513,6,7,27,4,-0.974927912,-0.222520934,9,0,0
20240104_CIN@PIT,2,1,19,0,3,1480,6,7,27,4,-0.974927912,-0.222520934,6,0,0
20240104_CIN@PIT,1,10,13,1,3,1438,6,7,27,4,-0.974927912,-0.222520934,2,0,0
20240104_CIN@PIT,2,8,11,1,3,1396,6,7,27,4,-0.974927912,-0.222520934,6,0,0
20240104_CIN@PIT,3,2,5,1,3,1356,6,7,27,4,-0.974927912,-0.222520934,-12,0,0
20240104_CIN@PIT,1,10,70,0,3,1316,-9,27,7,4,-0.974927912,-0.222520934,9,0,0
20240104_CIN@PIT,2,1,61,0,3,1272,-9,27,7,4,-0.974927912,-0.222520934,3,0,0
20240104_CIN@PIT,1,10,58,0,3,1236,-9,27,7,4,-0.974927912,-0.222520934,2,0,0
20240104_CIN@PIT,2,8,56,1,3,1195,-9,27,7,4,-0.974927912,-0.222520934,0,0,0
20240104_CIN@PIT,3,8,56,1,3,1189,-9,27,7,4,-0.974927912,-0.222520934,0,0,0
20240104_CIN@PIT,2,5,41,1,4,900,9,7,27,4,-0.974927912,-0.222520934,19,0,0
20240104_CIN@PIT,1,10,22,0,4,878,9,7,27,4,-0.974927912,-0.222520934,3,0,0
20240104_CIN@PIT,2,7,19,1,4,836,9,7,27,4,-0.974927912,-0.222520934,-2,0,0
20240104_CIN@PIT,3,9,21,1,4,795,9,7,27,4,-0.974927912,-0.222520934,11,0,0
20240104_CIN@PIT,1,10,10,0,4,755,9,7,27,4,-0.974927912,-0.222520934,2,0,0
20240104_CIN@PIT,2,8,8,1,4,712,9,7,27,4,-0.974927912,-0.222520934,3,0,0
20240104_CIN@PIT,3,5,5,1,4,670,9,7,27,4,-0.974927912,-0.222520934,0,0,0
20240104_CIN@PIT,1,10,65,1,4,656,-12,27,7,4,-0.974927912,-0.222520934,5,0,0
20240104_CIN@PIT,2,5,60,1,4,634,-12,27,7,4,-0.974927912,-0.222520934,5,0,0
20240104_CIN@PIT,1,10,55,1,4,613,-12,27,7,4,-0.974927912,-0.222520934,0,0,0
20240104_CIN@PIT,2,10,55,1,4,609,-12,27,7,4,-0.974927912,-0.222520934,8,0,0
20240104_CIN@PIT,3,2,47,1,4,574,-12,27,7,4,-0.974927912,-0.222520934,4,0,0
20240104_CIN@PIT,1,10,43,1,4,554,-12,27,7,4,-0.974927912,-0.222520934,12,0,0
20240104_CIN@PIT,1,10,31,1,4,524,-12,27,7,4,-0.974927912,-0.222520934,0,0,0
20240104_CIN@PIT,2,10,31,1,4,520,-12,27,7,4,-0.974927912,-0.222520934,12,0,0
20240104_CIN@PIT,1,10,19,1,4,492,-12,27,7,4,-0.974927912,-0.222520934,0,0,0
20240104_CIN@PIT,1,10,73,1,4,481,12,7,27,4,-0.974927912,-0.222520934,0,0,0
20240104_CIN@PIT,2,10,73,1,4,476,12,7,27,4,-0.974927912,-0.222520934,14,0,0
20240104_CIN@PIT,1,10,59,1,4,452,12,7,27,4,-0.974927912,-0.222520934,-4,0,0
20240104_CIN@PIT,2,14,63,1,4,407,12,7,27,4,-0.974927912,-0.222520934,0,0,0
20240104_CIN@PIT,3,14,63,1,4,403,12,7,27,4,-0.974927912,-0.222520934,8,0,0
20240104_CIN@PIT,1,10,89,1,4,354,-12,27,7,4,-0.974927912,-0.222520934,0,0,0
20240104_CIN@PIT,2,10,89,1,4,351,-12,27,7,4,-0.974927912,-0.222520934,9,0,0
20240104_CIN@PIT,3,1,80,1,4,331,-12,27,7,4,-0.974927912,-0.222520934,0,0,0
20240104_CIN@PIT,1,10,38,1,4,314,-12,27,7,4,-0.974927912,-0.222520934,0,0,0
20240104_CIN@PIT,2,10,38,1,4,311,-12,27,7,4,-0.974927912,-0.222520934,10,0,0
20240104_CIN@PIT,1,10,87,0,4,273,12,7,27,4,-0.974927912,-0.222520934,8,0,0
20240104_CIN@PIT,1,10,28,0,4,272,-12,27,7,4,-0.974927912,-0.222520934,1,0,0
20240104_CIN@PIT,2,9,27,1,4,249,-12,27,7,4,-0.974927912,-0.222520934,-6,0,0
20240104_CIN@PIT,2,2,79,0,4,236,12,7,27,4,-0.974927912,-0.222520934,6,0,0
20240104_CIN@PIT,1,10,73,0,4,203,12,7,27,4,-0.974927912,-0.222520934,1,0,0
20240104_CIN@PIT,3,25,43,1,4,199,-12,27,7,4,-0.974927912,-0.222520934,7,0,0
20240104_CIN@PIT,2,9,72,1,4,164,12,7,27,4,-0.974927912,-0.222520934,8,0,0
20240104_CIN@PIT,1,10,56,0,4,149,9,7,27,4,-0.974927912,-0.222520934,2,0,0
20240104_CIN@PIT,2,8,54,1,4,145,9,7,27,4,-0.974927912,-0.222520934,5,0,0
20240104_CIN@PIT,3,3,49,1,4,139,9,7,27,4,-0.974927912,-0.222520934,-11,0,0
20240104_CIN@PIT,3,1,64,0,4,127,9,7,27,4,-0.974927912,-0.222520934,3,0,0
20240104_CIN@PIT,1,10,76,1,4,111,-9,27,7,4,-0.974927912,-0.222520934,-2,0,0
20240104_CIN@PIT,2,12,78,1,4,89,-9,27,7,4,-0.974927912,-0.222520934,3,0,0
20240104_CIN@PIT,1,10,61,1,4,88,9,7,27,4,-0.974927912,-0.222520934,15,0,0
20240104_CIN@PIT,3,9,75,1,4,68,-9,27,7,4,-0.974927912,-0.222520934,17,0,0
20240104_CLE@BAL,1,10,70,1,1,3600,0,8,3,4,-0.974927912,-0.222520934,21,0,0
20240104_CLE@BAL,1,10,49,0,1,3548,0,8,3,4,-0.974927912,-0.222520934,3,0,0
20240104_CLE@BAL,2,7,46,0,1,3511,0,8,3,4,-0.974927912,-0.222520934,3,0,0
20240104_CLE@BAL,3,4,43,0,1,3469,0,8,3,4,-0.974927912,-0.222520934,0,0,0
20240104_CLE@BAL,1,10,80,0,1,3427,0,3,8,4,-0.974927912,-0.222520934,-4,0,0
20240104_CLE@BAL,2,14,84,1,1,3389,0,3,8,4,-0.974927912,-0.222520934,12,0,0
20240104_CLE@BAL,3,2,72,0,1,3354,0,3,8,4,-0.974927912,-0.222520934,19,0,0
20240104_CLE@BAL,1,10,53,1,1,3313,0,3,8,4,-0.974927912,-0.222520934,0,0,0
20240104_CLE@BAL,2,10,53,1,1,3308,0,3,8,4,-0.974927912,-0.222520934,6,0,0
20240104_CLE@BAL,3,4,47,1,1,3271,0,3,8,4,-0.974927912,-0.222520934,0,0,0
20240104_CLE@BAL,1,10,20,0,1,3259,0,3,8,4,-0.974927912,-0.222520934,3,0,0
20240104_CLE@BAL,2,7,23,1,1,3218,0,3,8,4,-0.974927912,-0.222520934,0,0,0
20240104_CLE@BAL,1,10,70,0,1,3207,-6,8,3,4,-0.974927912,-0.222520934,8,0,0
20240104_CLE@BAL,2,2,62,0,1,3163,-6,8,3,4,-0.974927912,-0.222520934,1,0,0
20240104_CLE@BAL,3,1,61,0,1,3120,-6,8,3,4,-0.974927912,-0.222520934,0,0,0
20240104_CLE@BAL,4,1,61,1,1,3078,-6,8,3,4,-0.974927912,-0.222520934,0,0,0
20240104_CLE@BAL,1,10,39,0,1,3073,6,3,8,4,-0.974927912,-0.222520934,2,0,0
20240104_CLE@BAL,2,8,37,1,1,3030,6,3,8,4,-0.974927912,-0.222520934,19,0,0
20240104_CLE@BAL,1,10,18,1,1,2988,6,3,8,4,-0.974927912,-0.222520934,7,0,0
20240104_CLE@BAL,2,3,11,0,1,2945,6,3,8,4,-0.974927912,-0.222520934,2,0,0
20240104_CLE@BAL,3,1,9,0,1,2914,6,3,8,4,-0.974927912,-0.222520934,0,0,0
20240104_CLE@BAL,4,1,9,1,1,2865,6,3,8,4,-0.974927912,-0.222520934,0,0,0
20240104_CLE@BAL,3,14,84,1,2,2700,-6,8,3,4,-0.974927912,-0.222520934,5,0,0
20240104_CLE@BAL,1,10,47,1,2,2661,6,3,8,4,-0.974927912,-0.222520934,0,0,0
20240104_CLE@BAL,2,10,47,0,2,2656,6,3,8,4,-0.974927912,-0.222520934,4,0,0
20240104_CLE@BAL,3,6,43,1,2,2617,6,3,8,4,-0.974927912,-0.222520934,10,0,0
20240104_CLE@BAL,1,10,33,0,2,2577,6,3,8,4,-0.974927912,-0.222520934,9,0,0
20240104_CLE@BAL,2,1,24,1,2,2536,6,3,8,4,-0.974927912,-0.222520934,12,0,0
20240104_CLE@BAL,1,10,12,0,2,2505,6,3,8,4,-0.974927912,-0.222520934,0,0,0
20240104_CLE@BAL,2,10,12,1,2,2468,6,3,8,4,-0.974927912,-0.222520934,0,0,0
20240104_CLE@BAL,1,10,60,1,2,2455,-6,8,3,4,-0.974927912,-0.222520934,23,0,0
20240104_CLE@BAL,1,10,37,1,2,2413,-6,8,3,4,-0.974927912,-0.222520934,1,0,0
20240104_CLE@BAL,2,9,36,1,2,2371,-6,8,3,4,-0.974927912,-0.222520934,3,0,0
20240104_CLE@BAL,1,10,18,1,2,2313,-6,8,3,4,-0.974927912,-0.222520934,0,0,0
20240104_CLE@BAL,2,10,18,0,2,2309,-6,8,3,4,-0.974927912,-0.222520934,8,0,0
20240104_CLE@BAL,1,10,10,0,2,2284,-6,8,3,4,-0.974927912,-0.222520934,3,0,0
20240104_CLE@BAL,2,7,7,1,2,2243,-6,8,3,4,-0.974927912,-0.222520934,0,0,0
20240104_CLE@BAL,3,7,7,1,2,2239,-6,8,3,4,-0.974927912,-0.222520934,2,0,0
20240104_CLE@BAL,1,10,48,0,2,2186,3,3,8,4,-0.974927912,-0.222520934,0,0,0
20240104_CLE@BAL,2,10,48,1,2,2148,3,3,8,4,-0.974927912,-0.222520934,0,0,0
20240104_CLE@BAL,3,10,48,1,2,2144,3,3,8,4,-0.974927912,-0.222520934,18,0,0
20240104_CLE@BAL,1,15,35,1,2,2077,3,3,8,4,-0.974927912,-0.222520934,5,0,0
20240104_CLE@BAL,2,10,30,1,2,2034,3,3,8,4,-0.974927912,-0.222520934,0,0,0
20240104_CLE@BAL,3,10,30,1,2,2027,3,3,8,4,-0.974927912,-0.222520934,7,0,0
20240104_CLE@BAL,4,3,23,1,2,1983,3,3,8,4,-0.974927912,-0.222520934,0,0,0
20240104_CLE@BAL,1,10,77,1,2,1975,-3,8,3,4,-0.974927912,-0.222520934,0,0,0
20240104_CLE@BAL,2,10,77,1,2,1970,-3,8,3,4,-0.974927912,-0.222520934,0,0,0
20240104_CLE@BAL,3,15,82,1,2,1966,-3,8,3,4,-0.974927912,-0.222520934,8,0,0
20240104_CLE@BAL,1,10,91,0,2,1961,-3,8,3,4,-0.974927912,-0.222520934,3,0,0
20240104_CLE@BAL,2,7,88,0,2,1931,-3,8,3,4,-0.974927912,-0.222520934,0,0,0
20240104_CLE@BAL,1,10,90,0,2,1907,3,3,8,4,-0.974927912,-0.222520934,4,0,0
20240104_CLE@BAL,3,7,88,1,2,1884,-3,8,3,4,-0.974927912,-0.222520934,8,0,0
20240104_CLE@BAL,2,6,86,1,2,1861,3,3,8,4,-0.974927912,-0.222520934,0,0,0
20240104_CLE@BAL,1,10,70,0,3,1800,4,3,8,4,-0.974927912,-0.222520934,25,0,0
20240104_CLE@BAL,1,10,45,1,3,1760,4,3,8,4,-0.974927912,-0.222520934,1,0,0
20240104_CLE@BAL,2,9,44,1,3,1717,4,3,8,4,-0.974927912,-0.222520934,14,0,0
20240104_CLE@BAL,1,10,30,0,3,1694,4,3,8,4,-0.974927912,-0.222520934,5,0,0
20240104_CLE@BAL,2,15,35,1,3,1626,4,3,8,4,-0.974927912,-0.222520934,30,0,0
20240104_CLE@BAL,1,5,5,0,3,1584,4,3,8,4,-0.974927912,-0.222520934,-2,0,0
20240104_CLE@BAL,2,7,7,1,3,1547,4,3,8,4,-0.974927912,-0.222520934,0,0,0
20240104_CLE@BAL,1,10,70,1,3,1542,-4,8,3,4,-0.974927912,-0.222520934,0,0,0
20240104_CLE@BAL,2,10,70,1,3,1537,-4,8,3,4,-0.974927912,-0.222520934,8,0,0
20240104_CLE@BAL,3,2,62,1,3,1509,-4,8,3,4,-0.974927912,-0.222520934,0,0,0
20240104_CLE@BAL,1,10,75,1,3,1495,4,3,8,4,-0.974927912,-0.222520934,0,0,0
20240104_CLE@BAL,2,10,75,0,3,1490,4,3,8,4,-0.974927912,-0.222520934,20,0,0
20240104_CLE@BAL,1,10,55,0,3,1457,4,3,8,4,-0.974927912,-0.222520934,7,0,0
20240104_CLE@BAL,2,3,48,0,3,1428,4,3,8,4,-0.974927912,-0.222520934,2,0,0
20240104_CLE@BAL,3,1,46,0,3,1395,4,3,8,4,-0.974927912,-0.222520934,2,0,0
20240104_CLE@BAL,1,10,44,1,3,1356,4,3,8,4,-0.974927912,-0.222520934,0,0,0
20240104_CLE@BAL,2,10,44,0,3,1351,4,3,8,4,-0.974927912,-0.222520934,6,0,0
20240104_CLE@BAL,3,4,38,1,3,1312,4,3,8,4,-0.974927912,-0.222520934,0,0,0
20240104_CLE@BAL,1,10,90,0,3,1302,-4,8,3,4,-0.974927912,-0.222520934,17,0,0
20240104_CLE@BAL,1,10,73,0,3,1265,-4,8,3,4,-0.974927912,-0.222520934,2,0,0
20240104_CLE@BAL,2,8,71,1,3,1226,-4,8,3,4,-0.974927912,-0.222520934,-5,0,0
20240104_CLE@BAL,3,18,81,1,3,1158,-4,8,3,4,-0.974927912,-0.222520934,0,0,0
20240104_CLE@BAL,1,10,59,1,3,1143,4,3,8,4,-0.974927912,-0.222520934,0,0,0
20240104_CLE@BAL,2,10,59,0,3,1137,4,3,8,4,-0.974927912,-0.222520934,2,0,0
20240104_CLE@BAL,3,8,57,1,3,1105,4,3,8,4,-0.974927912,-0.222520934,0,0,0
20240104_CLE@BAL,1,10,40,1,4,869,-5,8,3,4,-0.974927912,-0.222520934,10,0,0
20240104_CLE@BAL,1,10,30,1,4,828,-5,8,3,4,-0.974927912,-0.222520934,0,0,0
20240104_CLE@BAL,2,10,30,1,4,822,-5,8,3,4,-0.974927912,-0.222520934,5,0,0
20240104_CLE@BAL,3,5,25,1,4,784,-5,8,3,4,-0.974927912,-0.222520934,8,0,0
20240104_CLE@BAL,1,10,17,1,4,747,-5,8,3,4,-0.974927912,-0.222520934,0,0,0
20240104_CLE@BAL,2,10,17,0,4,742,-5,8,3,4,-0.974927912,-0.222520934,1,0,0
20240104_CLE@BAL,3,9,16,1,4,699,-5,8,3,4,-0.974927912,-0.222520934,0,0,0
20240104_CLE@BAL,1,10,70,0,4,693,5,3,8,4,-0.974927912,-0.222520934,1,0,0
20240104_CLE@BAL,2,9,69,1,4,650,5,3,8,4,-0.974927912,-0.222520934,1,0,0
20240104_CLE@BAL,3,8,68,1,4,605,5,3,8,4,-0.974927912,-0.222520934,24,0,0
20240104_CLE@BAL,1,10,44,0,4,566,5,3,8,4,-0.974927912,-0.222520934,-2,0,0
20240104_CLE@BAL,2,12,46,1,4,526,5,3,8,4,-0.974927912,-0.222520934,20,0,0
20240104_CLE@BAL,1,10,26,0,4,486,5,3,8,4,-0.974927912,-0.222520934,15,0,0
20240104_CLE@BAL,1,15,16,1,4,443,5,3,8,4,-0.974927912,-0.222520934,14,0,0
20240104_CLE@BAL,2,1,2,0,4,408,5,3,8,4,-0.974927912,-0.222520934,0,0,0
20240104_CLE@BAL,1,10,70,1,4,399,-5,8,3,4,-0.974927912,-0.222520934,15,0,0
20240104_CLE@BAL,1,10,55,0,4,363,-5,8,3,4,-0.974927912,-0.222520934,3,0,0
20240104_CLE@BAL,2,7,52,1,4,325,-5,8,3,4,-0.974927912,-0.222520934,0,0,0
20240104_CLE@BAL,3,7,52,1,4,320,-5,8,3,4,-0.974927912,-0.222520934,3,0,0
20240104_CLE@BAL,4,4,49,1,4,280,-5,8,3,4,-0.974927912,-0.222520934,0,0,0
20240104_CLE@BAL,1,10,51,0,4,275,5,3,8,4,-0.974927912,-0.222520934,0,0,0
20240104_CLE@BAL,2,10,51,0,4,236,5,3,8,4,-0.974927912,-0.222520934,8,0,0
20240104_CLE@BAL,3,2,43,0,4,193,5,3,8,4,-0.974927912,-0.222520934,0,0,0
20240104_CLE@BAL,1,10,72,1,4,189,-5,8,3,4,-0.974927912,-0.222520934,6,0,0
20240104_CLE@BAL,1,10,52,1,4,177,-5,8,3,4,-0.974927912,-0.222520934,30,0,0
20240104_CLE@BAL,1,10,22,1,4,168,-5,8,3,4,-0.974927912,-0.222520934,4,0,0
20240104_CLE@BAL,2,4,66,1,4,150,-5,8,3,4,-0.974927912,-0.222520934,0,0,0
20240104_CLE@BAL,3,4,66,1,4,145,-5,8,3,4,-0.974927912,-0.222520934,10,0,0
20240104_CLE@BAL,2,6,18,1,4,145,-5,8,3,4,-0.974927912,-0.222520934,0,1,0
20240104_CLE@BAL,1,10,78,0,4,136,5,3,8,4,-0.974927912,-0.222520934,4,0,0
20240104_CLE@BAL,2,6,74,0,4,120,5,3,8,4,-0.974927912,-0.222520934,4,0,0
20240104_CLE@BAL,1,10,56,0,4,103,-5,8,3,4,-0.974927912,-0.222520934,-1,0,0
20240104_CLE@BAL,3,2,70,0,4,77,5,3,8,4,-0.974927912,-0.222520934,0,0,0
20240105_BUF@NE,1,10,70,0,1,3600,0,22,4,5,-0.781831482,0.623489802,2,0,0
20240105_BUF@NE,2,13,73,1,1,3551,0,22,4,5,-0.781831482,0.623489802,0,0,0
20240105_BUF@NE,3,13,73,1,1,3548,0,22,4,5,-0.781831482,0.623489802,-9,0,0
20240105_BUF@NE,1,10,54,0,1,3505,0,4,22,5,-0.781831482,0.623489802,4,0,0
20240105_BUF@NE,2,6,50,1,1,3471,0,4,22,5,-0.781831482,0.623489802,5,0,0
20240105_BUF@NE,3,1,45,0,1,3452,0,4,22,5,-0.781831482,0.623489802,0,0,0
20240105_BUF@NE,4,1,45,0,1,3410,0,4,22,5,-0.781831482,0.623489802,0,0,0
20240105_BUF@NE,1,10,55,1,1,3403,0,22,4,5,-0.781831482,0.623489802,12,0,0
20240105_BUF@NE,1,10,43,0,1,3368,0,22,4,5,-0.781831482,0.623489802,4,0,0
20240105_BUF@NE,2,6,39,1,1,3334,0,22,4,5,-0.781831482,0.623489802,4,0,0
20240105_BUF@NE,3,2,35,1,1,3292,0,22,4,5,-0.781831482,0.623489802,7,0,0
20240105_BUF@NE,1,10,28,0,1,3255,0,22,4,5,-0.781831482,0.623489802,-2,0,0
20240105_BUF@NE,2,12,30,0,1,3222,0,22,4,5,-0.781831482,0.623489802,-2,0,0
20240105_BUF@NE,3,14,32,1,1,3183,0,22,4,5,-0.781831482,0.623489802,13,0,0
20240105_BUF@NE,4,1,19,0,1,3155,0,22,4,5,-0.781831482,0.623489802,1,0,0
20240105_BUF@NE,1,10,18,0,1,3112,0,22,4,5,-0.781831482,0.623489802,1,0,0
20240105_BUF@NE,2,9,17,1,1,3082,0,22,4,5,-0.781831482,0.623489802,4,0,0
20240105_BUF@NE,3,5,13,1,1,3041,0,22,4,5,-0.781831482,0.623489802,12,0,0
20240105_BUF@NE,1,1,1,0,1,3006,0,22,4,5,-0.781831482,0.623489802,0,0,0
20240105_BUF@NE,2,1,1,0,1,2968,0,22,4,5,-0.781831482,0.623489802,0,0,0
20240105_BUF@NE,3,1,5,0,2,2700,-1,4,22,5,-0.781831482,0.623489802,4,0,0
20240105_BUF@NE,1,1,1,0,2,2658,-1,4,22,5,-0.781831482,0.623489802,-3,0,0
20240105_BUF@NE,2,4,4,0,2,2618,-1,4,22,5,-0.781831482,0.623489802,1,0,0
20240105_BUF@NE,3,3,3,1,2,2578,-1,4,22,5,-0.781831482,0.623489802,1,0,0
20240105_BUF@NE,4,2,2,1,2,2534,-1,4,22,5,-0.781831482,0.623489802,0,0,0
20240105_BUF@NE,1,10,70,0,2,2529,1,22,4,5,-0.781831482,0.623489802,-3,0,0
20240105_BUF@NE,2,13,73,1,2,2495,1,22,4,5,-0.781831482,0.623489802,9,0,0
20240105_BUF@NE,3,9,69,1,2,2429,1,22,4,5,-0.781831482,0.623489802,14,0,0
20240105_BUF@NE,1,10,55,0,2,2397,1,22,4,5,-0.781831482,0.623489802,7,0,0
20240105_BUF@NE,2,3,48,1,2,2362,1,22,4,5,-0.781831482,0.623489802,0,0,0
20240105_BUF@NE,1,10,70,0,2,2350,-1,4,22,5,-0.781831482,0.623489802,6,0,0
20240105_BUF@NE,2,4,64,0,2,2312,-1,4,22,5,-0.781831482,0.623489802,8,0,0
20240105_BUF@NE,1,10,56,1,2,2271,-1,4,22,5,-0.781831482,0.623489802,-1,0,0
20240105_BUF@NE,2,11,57,0,2,2229,-1,4,22,5,-0.781831482,0.623489802,23,0,0
20240105_BUF@NE,1,20,44,1,2,2171,-1,4,22,5,-0.781831482,0.623489802,6,0,0
20240105_BUF@NE,2,14,38,1,2,2132,-1,4,22,5,-0.781831482,0.623489802,0,0,0
20240105_BUF@NE,3,14,38,1,2,2126,-1,4,22,5,-0.781831482,0.623489802,7,0,0
20240105_BUF@NE,1,10,60,0,2,2079,-2,22,4,5,-0.781831482,0.623489802,9,0,0
20240105_BUF@NE,1,10,75,0,2,2059,2,4,22,5,-0.781831482,0.623489802,9,0,0
20240105_BUF@NE,2,1,51,1,2,2047,-2,22,4,5,-0.781831482,0.623489802,3,0,0
20240105_BUF@NE,2,1,66,0,2,2038,2,4,22,5,-0.781831482,0.623489802,6,0,0
