qtr,down,TimeSecs,yrdline100,ydstogo,ScoreDiff,PlayType
0.0,0.0,3.141592653589793,2.5325083636080983,1.0471975511965976,1.5707963267948966,1
0.0,1.0471975511965976,3.129295187565825,2.4683942278205517,0.8377580409572781,1.5707963267948966,0
0.0,2.0943951023931957,3.1038804244496236,2.4042800920330047,0.6283185307179586,1.5707963267948966,1
0.0,0.0,3.091582958425655,2.3722230241392315,1.0471975511965976,1.5707963267948966,0
0.0,1.0471975511965976,3.065348364241189,2.276051820457911,0.7330382858376183,1.5707963267948966,1
0.0,0.0,3.0382939389884585,1.7310816662637634,1.0471975511965976,1.5707963267948966,1
0.0,0.0,3.0087800205309345,0.9296549689194286,1.0471975511965976,1.5707963267948966,0
0.0,1.0471975511965976,2.982545426346469,0.641141357875468,0.10471975511965977,1.5707963267948966,0
0.0,2.0943951023931957,2.948932352547622,0.7052554936630148,0.3141592653589793,1.5707963267948966,1
0.0,0.0,2.940734041864976,2.5325083636080983,1.0471975511965976,1.4467860904689838,0
0.0,1.0471975511965976,2.931715900114066,2.9171931783333793,2.3038346126325147,1.4467860904689838,1
0.0,2.0943951023931957,2.9054813059296,2.981307314120926,2.5132741228718345,1.4467860904689838,1
0.0,0.0,2.873507894267282,2.083709413095271,1.0471975511965976,1.6948065631208094,1
0.0,0.0,2.8448138068780224,1.3143397836447093,1.0471975511965976,1.6948065631208094,0
0.0,1.0471975511965976,2.8325163408540543,1.218168579963389,0.7330382858376183,1.6948065631208094,1
0.0,0.0,2.807101577737853,0.5129130863003744,1.0471975511965976,1.6948065631208094,0
0.0,1.0471975511965976,2.771848841802477,0.48085601840660097,0.9424777960769379,1.6948065631208094,1
0.0,0.0,2.7439745854814817,0.16028533946886697,0.6283185307179586,1.6948065631208094,0
0.0,1.0471975511965976,2.696424383522137,0.2243994752564138,0.8377580409572781,1.6948065631208094,1
0.0,0.0,2.6906855660442854,2.5325083636080983,1.0471975511965976,1.4467860904689838,1
0.0,0.0,2.672649282542465,2.1157664809890444,1.0471975511965976,1.4467860904689838,1
0.0,1.0471975511965976,2.6693699582694066,2.1157664809890444,1.0471975511965976,1.4467860904689838,1
0.0,2.0943951023931957,2.6660906339963484,2.1157664809890444,1.0471975511965976,1.4467860904689838,1
0.0,0.0,2.639036208743618,2.5325083636080983,1.0471975511965976,1.6948065631208094,0
0.0,1.0471975511965976,2.6070627970813,2.6927937030769655,1.5707963267948966,1.6948065631208094,1
0.0,2.0943951023931957,2.6029636417399775,2.6927937030769655,1.5707963267948966,1.6948065631208094,1
0.0,0.0,2.588206682511215,1.6669675304762166,1.0471975511965976,1.4467860904689838,1
0.0,1.0471975511965976,2.584927358238157,1.6669675304762166,1.0471975511965976,1.4467860904689838,1
0.0,2.0943951023931957,2.5562332708488973,1.474625123113576,0.41887902047863906,1.4467860904689838,1
0.0,0.0,2.53327800093749,1.3463968515384825,1.0471975511965976,1.4467860904689838,0
0.0,1.0471975511965976,2.5078632378212884,1.3463968515384825,1.0471975511965976,1.4467860904689838,0
0.0,2.0943951023931957,2.4816286436368227,1.3143397836447093,0.9424777960769379,1.4467860904689838,1
0.0,3.141592653589793,2.4783493193637645,1.3143397836447093,0.9424777960769379,1.4467860904689838,0
0.0,0.0,2.471790670817648,2.788964906758286,1.0471975511965976,1.6948065631208094,0
0.0,1.0471975511965976,2.4463759077014466,2.6927937030769655,0.7330382858376183,1.6948065631208094,1
0.0,0.0,2.4226008067217744,2.1157664809890444,1.0471975511965976,1.6948065631208094,1
0.7853981633974483,0.0,2.4037446921516894,1.6990245983699899,1.0471975511965976,1.6948065631208094,0
