qtr,down,TimeSecs,yrdline100,ydstogo,ScoreDiff,offense_team_id,defense_team_id,play_type_numeric
4,1,497,69,10,19,1,26,0
4,2,454,70,11,19,1,26,1
4,1,404,58,10,19,1,26,0
4,1,359,43,10,19,1,26,0
4,2,318,38,5,19,1,26,0
4,3,272,34,1,19,1,26,1
4,1,229,24,10,19,1,26,0
4,2,190,22,8,19,1,26,1
4,3,184,22,8,19,1,26,0
4,1,175,80,10,-22,26,1,1
4,2,157,72,2,-22,26,1,1
4,1,153,37,10,22,1,26,0
4,2,120,36,9,22,1,26,0
1,1,3600,80,10,0,26,32,1
1,1,3572,62,10,0,26,32,0
1,2,3546,61,9,0,26,32,1
1,3,3514,56,4,0,26,32,1
1,1,3480,45,10,0,26,32,1
1,1,3430,1,1,6,26,32,0
1,1,3428,80,10,-7,32,26,1
1,2,3423,80,10,-7,32,26,0
1,3,3383,77,7,-7,32,26,1
1,1,3368,80,10,7,26,32,0
1,2,3345,72,2,7,26,32,0
1,1,3309,74,15,7,26,32,0
1,3,3252,79,20,7,26,32,1
1,1,3215,69,10,-7,32,26,1
1,1,3171,61,15,-7,32,26,1
1,1,3131,33,10,-7,32,26,0
1,2,3083,29,6,-7,32,26,1
1,1,3055,22,10,-1,32,26,1
1,1,3044,83,10,1,26,32,0
1,2,3021,83,10,1,26,32,0
1,3,2994,80,7,1,26,32,1
1,1,2980,61,10,-1,32,26,1
1,1,2940,46,10,-1,32,26,0
1,2,2902,42,6,-1,32,26,1
1,1,2856,36,10,-1,32,26,0
1,2,2819,31,5,-1,32,26,1
1,3,2815,31,5,-1,32,26,1
1,1,2766,12,10,5,32,26,1
1,1,2760,80,10,-6,26,32,1
1,2,2756,80,10,-6,26,32,0
1,3,2724,78,8,-6,26,32,1
1,1,2708,35,10,-6,26,32,0
2,2,2700,33,8,-6,26,32,0
2,1,2648,93,10,6,32,26,0
2,2,2606,96,13,6,32,26,1
2,3,2565,92,9,6,32,26,1
2,1,2488,71,20,-6,26,32,1
2,2,2457,61,10,-6,26,32,1
2,3,2425,60,9,-6,26,32,1
2,1,2412,92,10,6,32,26,1
2,1,2376,77,10,6,32,26,0
2,3,2303,81,14,6,32,26,1
2,1,2291,58,10,-6,26,32,0
2,2,2263,57,9,-6,26,32,1
2,1,2238,40,10,-6,26,32,1
2,1,2204,27,15,-6,26,32,1
2,2,2199,27,15,-6,26,32,1
2,3,2166,16,4,-6,26,32,1
2,1,2151,92,10,3,32,26,0
2,2,2116,91,9,3,32,26,1
2,3,2072,92,10,3,32,26,1
2,1,2055,62,10,-3,26,32,1
2,1,2041,35,10,3,32,26,1
2,2,2014,28,3,3,32,26,0
2,1,1979,23,10,3,32,26,1
2,2,1934,18,5,3,32,26,0
2,1,1920,10,10,3,32,26,1
2,2,1916,10,10,3,32,26,1
2,3,1909,10,10,3,32,26,1
2,1,1903,80,10,-6,26,32,1
2,2,1899,80,10,-6,26,32,1
2,3,1882,73,3,-6,26,32,1
2,1,1872,69,10,-6,26,32,1
2,3,1846,76,17,-6,26,32,1
2,1,1829,71,10,6,32,26,1
2,1,1823,49,10,6,32,26,1
2,1,1817,24,10,6,32,26,1
3,1,1800,80,10,6,32,26,0
3,2,1763,79,9,6,32,26,1
3,1,1726,64,10,6,32,26,1
3,3,1677,71,17,6,32,26,1
3,1,1632,90,10,-6,26,32,1
3,2,1632,90,10,-6,26,32,1
3,2,1610,93,13,-6,26,32,1
3,3,1604,93,13,-6,26,32,1
3,1,1563,54,10,6,32,26,0
3,2,1523,53,9,6,32,26,1
3,1,1490,44,10,6,32,26,1
3,2,1485,44,10,6,32,26,1
3,3,1481,44,10,6,32,26,1
3,1,1435,27,10,6,32,26,1
3,2,1395,31,14,6,32,26,1
3,3,1389,31,14,6,32,26,1
3,1,1361,16,10,6,32,26,1
3,2,1327,12,6,6,32,26,1
3,3,1323,12,6,12,32,26,1
3,1,1307,52,10,-13,26,32,1
3,1,1284,39,10,-13,26,32,0
3,1,1266,27,10,-13,26,32,1
3,1,1234,11,10,-13,26,32,1
3,2,1229,11,10,-13,26,32,1
3,3,1191,4,3,-7,26,32,0
3,1,1187,80,10,6,32,26,1
3,2,1181,80,10,6,32,26,1
3,3,1158,75,5,6,32,26,1
3,1,1141,79,10,-6,26,32,1
3,2,1135,79,10,-6,26,32,0
3,3,1102,71,2,-12,26,32,0
3,1,1094,80,10,-12,26,32,1
3,2,1078,75,5,-12,26,32,1
3,3,1056,71,1,-12,26,32,1
3,1,1043,63,10,-12,26,32,0
3,2,1020,59,6,-12,26,32,1
3,3,1016,59,6,-12,26,32,1
3,1,999,82,10,12,32,26,0
3,2,966,79,7,12,32,26,1
3,1,926,55,10,12,32,26,0
4,2,900,53,8,12,32,26,0
4,1,867,44,10,12,32,26,0
4,2,829,43,9,12,32,26,1
4,1,784,34,10,12,32,26,0
4,2,739,35,11,12,32,26,1
4,1,692,21,10,12,32,26,0
4,2,651,12,1,12,32,26,0
4,1,588,12,12,12,32,26,0
4,2,545,13,13,12,32,26,1
4,3,540,13,13,18,32,26,1
4,2,535,2,0,20,32,26,1
4,1,535,80,10,-20,26,32,1
4,3,487,78,8,-20,26,32,1
4,4,457,72,2,-20,26,32,1
4,1,444,68,10,-20,26,32,1
4,1,422,55,10,-20,26,32,1
4,1,384,43,15,-20,26,32,1
4,2,380,43,15,-20,26,32,1
4,3,354,35,7,-20,26,32,1
4,4,348,35,7,-20,26,32,1
4,2,280,8,7,-20,26,32,1
4,3,280,8,7,-14,26,32,1
4,1,273,53,10,13,32,26,0
4,2,268,49,6,13,32,26,0
4,3,263,47,4,13,32,26,0
4,1,198,80,10,-13,26,32,1
4,2,181,74,4,-13,26,32,1
4,3,176,74,4,-13,26,32,1
4,1,167,60,10,-13,26,32,1
4,2,163,54,4,-13,26,32,1
4,1,134,31,10,-13,26,32,1
4,2,120,38,17,-13,26,32,1
4,3,102,26,5,-13,26,32,1
4,4,97,26,5,-13,26,32,1
1,1,3600,80,10,0,26,24,1
1,2,3596,80,10,0,26,24,1
1,3,3566,73,3,0,26,24,1
1,1,3535,68,10,0,26,24,1
1,1,3501,54,10,6,26,24,0
1,1,3490,80,10,-7,24,26,0
1,2,3463,75,5,-7,24,26,1
1,1,3443,63,10,-7,24,26,0
1,2,3410,59,6,-7,24,26,0
1,3,3376,55,2,-7,24,26,0
1,1,3345,47,10,-7,24,26,1
1,2,3338,47,10,-7,24,26,1
1,3,3271,44,7,-7,24,26,1
1,1,3253,98,10,7,26,24,0
1,2,3201,98,10,7,26,24,1
1,3,3157,91,3,7,26,24,1
1,1,3135,47,10,-7,24,26,1
1,1,3104,30,10,-7,24,26,0
1,2,3077,21,1,-7,24,26,0
1,1,3045,17,10,-7,24,26,1
1,2,3038,17,10,-7,24,26,1
1,1,3004,5,5,-7,24,26,0
1,2,2963,3,3,-7,24,26,1
1,3,2956,3,3,-7,24,26,1
1,1,2941,85,10,4,26,24,0
1,2,2908,88,13,4,26,24,1
1,3,2880,79,4,4,26,24,0
1,1,2850,66,10,4,26,24,1
1,2,2845,66,10,4,26,24,1
1,1,2804,6,6,10,26,24,0
1,1,2796,80,10,-11,24,26,0
1,1,2779,45,10,-11,24,26,0
1,2,2762,40,5,-11,24,26,0
1,3,2735,36,1,-11,24,26,0
1,1,2706,33,10,-11,24,26,1
1,2,2701,33,10,-11,24,26,0
2,1,2700,12,10,-11,24,26,0
2,2,2676,7,5,-11,24,26,1
2,1,2628,80,10,8,26,24,0
2,2,2602,80,10,8,26,24,1
2,1,2574,69,10,8,26,24,0
2,2,2543,66,7,8,26,24,1
2,1,2534,35,10,-8,24,26,1
2,1,2498,14,10,-8,24,26,0
2,2,2469,9,5,-2,24,26,1
2,1,2461,80,10,1,26,24,1
2,2,2448,78,8,1,26,24,0
2,3,2419,78,8,1,26,24,1
2,1,2392,53,10,1,26,24,0
2,2,2364,48,5,1,26,24,1
2,3,2321,45,2,1,26,24,1
2,1,2294,42,10,1,26,24,1
2,2,2280,41,9,1,26,24,1
2,3,2254,37,5,1,26,24,0
2,1,2218,32,10,1,26,24,1
2,2,2212,32,10,1,26,24,1
2,3,2206,32,10,1,26,24,1
2,1,2194,21,10,1,26,24,0
2,2,2163,22,11,1,26,24,1
2,1,2129,3,3,1,26,24,0
2,2,2087,4,4,7,26,24,1
2,1,2078,80,10,-8,24,26,1
2,2,2034,72,2,-8,24,26,0
2,1,1999,68,10,-8,24,26,0
2,2,1954,70,12,-8,24,26,1
2,3,1920,60,2,-8,24,26,0
2,1,1898,56,10,-8,24,26,1
2,1,1892,43,10,-8,24,26,1
2,1,1885,30,10,-8,24,26,1
2,1,1857,15,10,-8,24,26,1
2,2,1851,15,10,-8,24,26,0
2,1,1832,5,5,-8,24,26,0
2,2,1828,5,5,-8,24,26,0
2,3,1815,2,2,-2,24,26,0
3,1,1800,80,10,-1,24,26,0
3,2,1776,80,10,-1,24,26,1
3,1,1742,67,10,-1,24,26,0
3,1,1707,46,10,-1,24,26,0
3,2,1669,44,8,-1,24,26,1
3,3,1662,44,8,-1,24,26,1
3,1,1611,97,10,1,26,24,0
3,2,1582,90,3,1,26,24,1
3,2,1534,74,15,1,26,24,1
3,3,1496,60,1,1,26,24,0
3,1,1471,56,10,1,26,24,0
3,1,1460,45,10,5,24,26,1
3,1,1451,80,10,-6,26,24,0
3,2,1412,80,10,-6,26,24,1
3,3,1371,77,7,-6,26,24,1
3,1,1352,61,10,6,24,26,0
3,2,1321,56,5,6,24,26,1
3,1,1293,49,10,6,24,26,0
3,2,1264,46,7,6,24,26,0
3,3,1206,46,7,6,24,26,1
3,1,1178,22,10,6,24,26,0
3,1,1114,80,10,0,24,26,0
3,1,1087,65,10,0,24,26,0
3,2,1051,60,5,0,24,26,1
3,1,1018,41,10,0,24,26,0
3,2,986,41,10,0,24,26,1
3,3,981,41,10,0,24,26,0
3,1,931,91,10,0,26,24,0
4,2,900,89,8,0,26,24,1
4,1,900,77,10,0,26,24,0
4,2,858,70,3,0,26,24,1
4,3,838,68,1,0,26,24,1
4,1,802,61,10,0,26,24,0
4,2,763,57,6,0,26,24,0
4,3,724,56,5,0,26,24,1
4,1,684,32,10,0,26,24,1
4,2,642,27,5,0,26,24,1
4,3,618,23,1,0,26,24,0
4,1,596,19,10,0,26,24,1
4,1,568,3,3,6,26,24,1
4,1,559,80,10,-7,24,26,1
4,2,555,80,10,-7,24,26,0
4,3,520,75,5,-7,24,26,1
4,1,493,57,10,-7,24,26,0
4,2,458,54,7,-7,24,26,1
4,1,443,46,10,-7,24,26,0
4,2,402,41,5,-7,24,26,1
4,3,393,41,5,-7,24,26,1
4,1,358,33,10,-7,24,26,1
4,2,320,28,5,-7,24,26,0
4,3,285,30,7,-7,24,26,1
4,1,270,80,10,4,26,24,1
4,2,231,71,1,4,26,24,0
4,1,192,65,10,4,26,24,1
4,2,142,59,4,4,26,24,1
4,1,130,45,10,4,26,24,0
4,2,120,41,6,4,26,24,0
4,3,116,43,8,4,26,24,1
4,1,103,80,10,-4,24,26,1
4,1,85,69,10,-4,24,26,1
4,2,67,61,2,-4,24,26,1
4,3,62,61,2,-4,24,26,1
4,4,58,61,2,-4,24,26,1
4,2,43,58,10,-4,24,26,1
4,3,38,58,10,-4,24,26,1
4,4,33,58,10,-4,24,26,1
